"person_id","sex","screening_date","p_current_age","p_age_first_offense","p_charge","p_jail30","p_prison","p_probation","p_juv_fel_count","p_felprop_violarrest","p_murder_arrest","p_felassault_arrest","p_misdemassault_arrest","p_famviol_arrest","p_sex_arrest","p_weapons_arrest","fail_appear_two_yr","fail_appear_two_plus","current_violent","current_violent20","pending_charge","prior_conviction_F","prior_conviction_M","violent_conviction","total_convictions","p_arrest","p_property","p_traffic","p_drug","p_dui","p_domestic","p_stalking","p_voyeurism","p_fraud","p_stealing","p_trespass","one_year","three_year","five_year","recid_use"
4117,1,2013-02-21,45,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
5160,0,2013-01-15,33,18,9,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,10,4,9,1,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
5298,0,2013-10-13,25,18,6,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,5,0,6,3,6,13,0,0,0,2,0,0,0,0,0,0,1,1,1,"0"
5939,0,2013-02-25,42,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,1,"0"
4853,1,2014-01-06,63,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
5579,0,2013-04-03,40,38,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,22,0,0,0,1,0,0,0,0,0,0,1,1,1,"0"
329,0,2013-01-07,33,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
315,0,2013-03-20,35,34,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
5534,0,2013-01-09,32,19,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,5,15,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
5917,0,2013-04-07,29,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
2216,0,2013-02-15,41,39,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
2371,0,2013-03-30,30,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
2623,0,2014-03-21,35,31,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,15,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
3281,0,2013-09-16,28,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,3,18,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
4923,0,2013-12-12,22,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
5448,0,2013-04-14,25,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
6117,0,2013-11-26,34,20,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,7,6,9,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
4991,0,2013-06-18,55,47,24,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,2,2,2,4,21,0,0,0,2,0,0,0,0,0,0,1,1,1,"0"
5057,1,2014-02-04,47,36,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,"1"
5427,1,2013-05-17,40,38,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
3951,0,2014-01-24,28,26,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,12,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
5975,0,2014-02-20,45,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
780,0,2013-05-07,22,16,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
3744,0,2013-01-03,53,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
244,1,2013-05-02,27,18,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,4,4,16,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
5724,0,2013-05-03,54,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
266,0,2013-08-29,51,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
5293,1,2013-12-18,30,19,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,1,8,19,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
4937,0,2013-03-18,45,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
5671,0,2013-05-12,29,27,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,5,12,0,0,0,1,0,0,0,0,0,0,1,1,1,"1"
4313,0,2014-02-04,24,20,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
4108,0,2013-02-06,38,33,8,1,3,5,0,0,0,0,0,0,0,0,2,0,0,0,33,14,11,8,25,59,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
4408,0,2013-01-03,39,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
3930,0,2013-02-23,42,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
5443,0,2013-05-29,22,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
5339,0,2013-01-17,43,43,2,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,6,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
5266,0,2013-02-09,47,32,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
2873,0,2013-11-22,30,17,3,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,30,13,4,15,17,66,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
4516,0,2013-09-11,43,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
1361,0,2013-05-16,24,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
1213,1,2014-01-13,34,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
3285,0,2013-04-06,43,33,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,7,22,0,0,0,1,0,0,0,0,0,0,1,1,1,"1"
3025,0,2013-11-19,40,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
1198,0,2013-05-10,28,25,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,0,0,0,1,0,0,0,0,0,0,1,1,1,"0"
5887,0,2014-03-15,22,22,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
6248,0,2013-10-23,32,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
2897,0,2013-10-01,26,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
3272,0,2013-08-10,34,17,38,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,33,10,22,3,32,94,0,0,0,2,0,0,0,0,0,0,0,1,1,"1"
6328,1,2013-10-21,66,47,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
3736,0,2013-08-01,42,30,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
1520,0,2013-10-01,22,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
743,0,2013-02-13,23,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
4789,0,2013-10-12,34,24,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,1,12,29,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
6381,0,2013-02-22,30,18,12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22,8,12,8,20,37,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
4625,0,2013-10-15,24,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
4800,1,2014-01-04,28,14,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,14,3,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
2123,0,2013-03-25,24,22,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
3713,0,2013-02-06,22,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
169,0,2013-01-16,35,19,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,3,17,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
6420,0,2013-04-30,21,17,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,5,7,4,12,33,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
1344,0,2014-01-29,49,45,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,4,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
653,0,2013-11-13,22,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
2880,0,2013-09-16,48,34,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,1,11,30,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
5984,0,2014-02-12,32,25,9,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
584,0,2013-05-16,33,22,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,4,17,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
2507,0,2013-03-17,25,22,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,3,4,16,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
1577,0,2013-04-29,56,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
2737,0,2014-03-06,24,18,18,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,7,2,4,2,6,19,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
279,0,2013-10-25,55,50,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
320,0,2013-02-19,35,26,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,11,9,3,20,44,0,0,0,2,0,0,0,0,0,0,1,1,1,"0"
2281,0,2014-01-15,24,19,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,2,20,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
5560,0,2013-02-04,50,49,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
4331,0,2013-01-07,46,29,11,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,46,10,13,10,26,68,0,0,0,1,0,0,0,0,0,0,1,1,1,"1"
4461,0,2013-04-04,61,52,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
732,0,2013-02-06,26,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
5327,0,2014-01-18,30,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
6271,0,2014-01-01,24,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
3196,0,2013-12-01,21,14,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,4,5,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
5303,0,2013-12-22,51,31,4,1,12,2,0,0,0,0,0,0,0,0,0,0,1,0,39,17,16,15,33,74,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
4389,0,2014-02-08,23,19,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
6367,0,2013-05-08,27,12,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
3399,0,2013-02-21,32,22,16,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,15,8,2,6,10,30,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
1548,0,2013-09-08,25,21,16,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,4,2,5,11,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
1351,0,2013-01-30,23,18,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,4,8,17,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
6162,1,2013-11-13,33,28,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
1702,0,2013-06-03,30,23,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28,3,16,5,19,65,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
803,0,2014-01-21,49,33,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
2014,0,2013-09-25,27,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
5646,0,2013-04-26,20,20,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
4192,0,2013-03-24,22,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,2,1,14,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
5664,1,2013-10-22,30,26,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,4,8,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
5506,0,2014-01-31,22,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
1065,0,2013-08-22,25,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,8,0,9,34,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
6178,0,2014-01-02,24,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,4,8,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
2401,0,2014-03-17,27,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
6205,0,2013-01-09,50,28,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,2,10,33,0,0,0,0,0,0,0,0,0,0,0,0,1,"1"
3236,0,2014-02-22,27,21,6,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,11,5,8,1,13,27,0,0,0,1,0,0,0,0,0,0,1,1,1,"1"
2759,0,2014-02-06,29,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,12,0,0,0,1,0,0,0,0,0,0,0,1,1,"0"
1240,0,2013-04-11,26,19,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,3,12,3,15,43,0,0,0,2,0,0,0,0,0,0,0,1,1,"0"
1910,0,2013-04-09,48,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
3662,0,2013-03-25,25,25,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,1,4,4,12,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
4595,0,2013-01-04,26,26,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
5163,0,2014-01-06,23,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,8,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
5722,0,2013-10-24,44,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,3,0,11,29,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
3906,0,2013-05-08,26,18,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,5,6,0,11,36,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
2764,0,2013-12-22,36,35,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,8,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
6313,0,2013-01-26,26,21,19,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3,5,9,26,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
3415,0,2013-04-12,28,28,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
2245,1,2013-01-02,52,52,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
2286,0,2013-02-21,23,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
1032,0,2013-09-23,26,18,7,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,2,6,0,8,18,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
6081,1,2013-08-05,31,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
4993,0,2013-02-01,49,49,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
2837,1,2014-02-19,55,54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
5010,0,2013-06-05,35,22,21,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,17,13,11,1,25,50,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
5155,0,2013-03-10,25,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,12,3,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
5312,0,2014-01-20,28,21,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
4637,0,2013-03-14,33,30,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
1717,0,2013-09-06,32,30,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
2760,0,2013-03-11,33,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
887,0,2013-03-04,27,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,9,12,0,0,0,1,0,0,0,0,0,0,0,1,1,"1"
5756,0,2013-09-25,31,23,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,0,8,26,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
107,0,2013-09-18,26,21,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,3,0,3,8,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
4168,0,2013-08-03,47,32,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,7,5,0,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
3914,0,2014-01-23,22,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
4955,0,2014-03-04,21,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,4,6,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
2133,0,2014-03-19,19,18,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,2,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
3131,0,2014-01-10,38,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,7,1,10,12,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
716,0,2014-03-10,33,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
4757,0,2013-03-02,36,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,"1"
3839,0,2013-12-30,59,59,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,5,10,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
1680,0,2013-03-29,47,29,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
881,1,2014-01-21,47,43,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
3003,0,2013-08-18,39,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
5586,0,2014-01-24,24,19,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
6266,0,2013-05-04,41,38,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
146,0,2013-02-13,36,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
808,0,2013-10-19,25,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
381,0,2013-04-24,20,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"1"
872,0,2014-01-24,35,28,14,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,10,5,5,2,10,28,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
416,0,2013-12-10,50,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,5,11,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
6075,0,2013-05-04,26,16,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,1,13,0,14,35,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
864,0,2013-04-25,21,18,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,2,6,1,8,15,0,0,0,0,0,0,0,0,0,0,0,1,1,"1"
6154,0,2013-02-25,29,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
6371,0,2013-01-11,33,18,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,8,7,2,15,66,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
23,0,2013-11-17,28,20,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
1431,0,2014-03-05,23,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
1689,0,2013-05-05,51,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
2047,0,2013-11-04,24,20,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,2,0,2,18,0,0,0,1,0,0,0,0,0,0,1,1,1,"1"
5456,0,2013-04-26,34,23,9,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,21,9,8,9,17,65,0,0,0,0,0,0,0,0,0,0,1,1,1,"1"
4383,0,2013-02-18,50,37,11,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,14,15,22,2,38,72,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
4712,0,2014-01-08,54,32,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
