"person_id","screening_date","sex","race","p_current_age","p_age_first_offense","p_charge","p_jail30","p_prison","p_probation","p_juv_fel_count","p_felprop_violarrest","p_murder_arrest","p_felassault_arrest","p_misdemassault_arrest","p_famviol_arrest","p_sex_arrest","p_weapons_arrest","fail_appear_two_yr","fail_appear_two_plus","current_violent","current_violent20","pending_charge","prior_conviction_F","prior_conviction_M","violent_conviction","total_convictions","p_arrest","p_property","p_traffic","p_drug","p_dui","p_domestic","p_stalking","p_voyeurism","p_fraud","p_stealing","p_trespass","years_since_last_crime","six_month","one_year","three_year","five_year","recid_two_year","recid_six_month","recid_drug2","recid_property2","recid_M2","recid_F2","recid_violent2","recid_drug6","recid_property6","recid_M6","recid_F6","recid_violent6"
2281,2014-01-15,1,"Hispanic",24,23,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,1,2,20,0,0,0,5,0,0,0,0,0,0,0.89356605065024,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2283,2013-04-09,1,"African-American",22,19,11,0,0,1,0,0,0,1,4,0,0,0,0,0,1,0,8,0,5,5,6,11,0,0,2,0,0,0,0,0,0,0,0.0492813141683778,1,1,1,1,"1","1","0","0","0","0","1","0","0","0","0","1"
2286,2013-02-21,1,"Hispanic",23,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,2,0,0,0,0,0,0,0,0.588809034907598,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2287,2013-05-19,1,"African-American",34,16,18,0,4,3,1,0,0,1,2,0,0,1,0,0,0,0,10,6,3,3,9,21,0,0,8,0,0,0,0,0,0,0,0.904517453798768,0,1,1,1,"1","1","0","1","1","0","0","0","1","1","0","0"
229,2013-04-16,1,"African-American",24,18,6,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,6,1,0,1,0,0,0,0,0,1,0,0.266427104722793,1,1,1,1,"1","1","1","0","1","0","0","1","0","1","0","0"
2299,2013-05-10,1,"Caucasian",24,20,9,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0,2,1,5,3,6,11,0,0,2,0,0,0,0,0,0,0,0.263689253935661,1,1,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
2301,2013-09-26,1,"African-American",20,14,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,6,0,6,15,5,0,0,0,0,0,0,0,4,3,0.124401095140315,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
2310,2013-08-24,1,"African-American",26,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,1.02464065708419,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2311,2013-05-02,1,"Other",28,22,5,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,3.76642710472279,0,0,0,1,"1","0","0","0","0","1","1","0","0","0","0","0"
2321,2013-03-02,1,"African-American",30,19,14,0,0,1,0,0,0,4,4,0,0,0,0,0,1,0,6,1,3,7,4,12,0,0,1,0,0,0,0,0,0,0,0.0833333333333333,1,1,1,1,"1","0","0","0","1","0","1","0","0","0","0","0"
2322,2013-04-26,1,"African-American",31,18,29,0,0,3,0,2,0,4,2,0,0,3,0,0,1,0,19,2,12,11,14,37,7,0,6,0,0,0,0,0,5,1,0.151779603011636,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2325,2013-05-01,1,"African-American",22,18,8,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,4,0,2,4,2,8,4,0,0,0,0,0,0,0,3,2,1.35523613963039,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2327,2013-05-29,1,"African-American",44,14,30,1,12,0,5,3,0,1,0,0,0,2,0,0,1,0,13,5,5,5,10,33,7,1,7,0,0,0,0,0,6,0,9.93583162217659,0,0,0,0,"1","0","0","1","0","1","1","0","0","0","0","0"
2329,2013-09-22,1,"African-American",23,16,24,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,16,3,6,1,9,27,1,0,5,0,0,0,0,0,1,0,0.0301163586584531,1,1,1,1,"1","0","0","1","0","1","1","0","0","0","0","0"
2335,2013-05-14,1,"African-American",25,19,10,0,0,2,0,1,0,0,1,0,0,1,0,0,1,0,1,2,2,3,4,12,6,0,0,0,0,0,0,0,5,3,1.69404517453799,0,0,1,1,"1","1","0","0","1","0","1","0","0","1","0","1"
234,2013-04-27,0,"African-American",58,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,10.5888090349076,0,0,0,0,"1","0","0","1","1","0","1","0","0","0","0","0"
2342,2013-11-03,0,"African-American",26,19,17,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,10,2,12,7,14,15,7,0,4,0,0,0,0,0,5,0,0.0888090349075975,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2344,2013-02-02,0,"African-American",21,20,5,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,1,1,1,5,0,0,1,0,0,0,0,0,0,0,0.215947980835044,1,1,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
235,2013-05-15,1,"Other",49,25,19,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,18,4,8,12,12,28,13,0,2,0,0,0,0,0,13,0,1.19678302532512,0,0,1,1,"1","1","0","1","1","0","1","0","1","1","0","1"
2354,2013-09-06,1,"African-American",21,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,2,2,0.082135523613963,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2361,2013-08-11,0,"Caucasian",46,44,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0.0766598220396988,1,1,1,1,"1","0","0","0","1","0","1","0","0","0","0","0"
2363,2013-09-12,1,"Caucasian",38,37,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0.263689253935661,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2364,2013-09-18,1,"African-American",18,18,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,3,0,3,3,2,2,0,0,0,0,0,0,0,2,0,0.118925393566051,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2371,2013-03-30,1,"Caucasian",30,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,3,1,0,0,1,0,0,0,0,1,0,0.224161533196441,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2376,2013-08-13,1,"African-American",23,17,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,1,7,34,1,0,5,0,0,0,0,0,1,0,2.03832991101985,0,0,1,1,"1","1","1","0","0","1","0","1","0","0","1","0"
2376,2013-08-23,1,"African-American",23,17,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,9,1,10,36,1,0,7,0,0,0,0,0,1,0,0.0301163586584531,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2382,2013-09-16,1,"African-American",56,28,49,0,9,2,0,3,0,2,0,0,0,2,0,0,1,0,32,18,13,7,31,61,11,0,19,0,0,0,0,0,11,5,2.97142368240931,0,0,1,1,"1","1","0","0","1","0","1","0","0","1","0","1"
2386,2013-03-21,1,"African-American",25,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0.463210130047912,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
2387,2013-10-24,1,"Caucasian",18,18,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,2,0,5,2,7,7,0,0,0,0,0,0,0,7,2,0.0711841204654346,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
239,2013-09-06,1,"Hispanic",27,22,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,4.75273785078713,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2390,2013-05-27,1,"African-American",29,17,20,0,0,4,2,0,1,0,1,0,0,0,0,0,0,0,11,2,8,2,10,31,3,0,3,0,0,0,0,0,2,3,0.530116358658453,0,1,1,1,"1","1","0","1","0","1","1","0","1","0","1","1"
2392,2013-02-24,1,"African-American",35,18,26,0,1,2,0,2,0,1,1,0,0,0,0,0,1,0,18,2,9,3,12,38,6,4,0,2,0,1,0,1,2,3,1.65451745379877,0,0,1,1,"1","1","0","0","0","0","1","0","0","0","0","0"
2394,2013-12-10,1,"Caucasian",39,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,3.18856947296372,0,0,0,1,"1","1","1","0","0","1","0","1","0","0","1","0"
2399,2013-09-28,1,"Hispanic",30,23,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,2.95499657768652,0,0,1,1,"1","0","0","1","0","1","1","0","0","0","0","0"
2400,2013-05-01,1,"African-American",27,15,32,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,23,3,12,2,15,45,2,0,7,0,0,0,0,0,1,1,6.3266598220397,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
2401,2014-03-17,1,"African-American",27,22,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,2.79380561259411,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2402,2013-05-28,1,"African-American",43,16,24,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,5,3,13,1,17,25,0,2,4,0,0,0,0,0,0,0,1.95773442847365,0,0,1,1,"1","0","0","0","0","1","0","0","0","0","0","0"
241,2013-03-10,0,"African-American",23,23,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,4,0,0,0,1,0,0,0,0,0,0,0.110711841204654,1,1,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
2410,2013-10-21,0,"Hispanic",31,19,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,5,3,1,2,4,9,2,0,0,0,0,0,0,0,2,0,9.15451745379877,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
2411,2013-01-19,0,"African-American",36,17,8,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,3,3,2,0,6,11,1,1,4,0,0,0,0,0,1,0,2.20499657768652,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2422,2014-01-29,1,"African-American",24,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,3,2,0,0,0,0,0,0,0,2,0,0.833333333333333,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2427,2013-05-01,1,"African-American",27,18,12,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,4,5,4,1,9,15,4,0,5,0,0,0,0,0,3,3,0.374401095140315,1,1,1,1,"1","0","0","1","0","1","1","0","0","0","0","0"
244,2013-05-02,0,"Caucasian",27,23,14,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,1,4,4,16,4,0,1,3,0,0,0,0,4,0,0.904517453798768,0,1,1,1,"1","1","0","0","0","1","0","0","0","0","1","0"
2443,2013-05-11,1,"Other",26,20,16,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,11,7,1,1,8,24,3,0,0,0,0,0,0,0,3,0,1.1490417522245,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
245,2013-03-02,1,"African-American",27,22,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,8,1,0,2,0,0,0,0,0,1,1,5.18583162217659,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
2453,2013-11-30,0,"Caucasian",49,23,7,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,1,5,1,6,9,1,0,2,0,0,0,0,0,1,0,2.03559206023272,0,0,1,1,"1","0","0","0","0","1","0","0","0","0","0","0"
2454,2013-06-14,1,"Other",29,29,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0.0438056125941136,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2460,2013-09-26,1,"Caucasian",55,47,6,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,3,2,3,7,4,0,0,1,0,0,0,0,4,0,0.904517453798768,0,1,1,1,"1","1","0","0","1","0","1","0","0","1","0","1"
2464,2013-05-29,1,"African-American",54,23,20,1,5,2,0,1,0,2,0,0,0,0,0,0,0,0,4,7,4,5,11,26,8,0,6,0,0,0,0,0,8,5,4.09428473648186,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2465,2013-01-14,1,"African-American",34,23,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0.299281314168378,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2474,2013-05-04,1,"African-American",42,22,18,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,4,5,2,3,7,19,4,0,10,0,0,0,0,0,4,1,0.659993155373032,0,1,1,1,"1","1","0","0","1","0","1","0","0","1","0","0"
2474,2013-12-28,1,"African-American",43,22,22,1,2,1,0,3,0,0,1,0,0,0,0,0,1,0,14,11,4,3,15,27,4,0,10,0,0,0,0,0,4,1,0.138090349075975,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2479,2013-02-18,1,"African-American",28,23,11,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,5,0,5,4,5,7,0,0,0,0,0,0,0,0,0,0,0.221423682409309,1,1,1,1,"1","1","1","0","0","1","0","1","0","0","1","0"
2485,2013-10-08,0,"African-American",29,18,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,2,0,0,0,0,0,0,0,2,0,0.640828199863107,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2487,2013-11-07,1,"African-American",29,26,8,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,4,3,0,0,0,0,0,0,0,3,1,0.385352498288843,1,1,1,1,"1","0","0","0","0","1","1","0","0","0","0","0"
249,2013-02-11,1,"Caucasian",42,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0.310232717316906,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
2494,2013-12-24,0,"African-American",20,19,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,2,2,2,0,0,0,0,0,0,0,2,0,0.780116358658453,0,1,1,1,"1","1","0","1","0","1","1","0","1","0","1","1"
2497,2013-10-18,1,"Other",50,32,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18.159993155373,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
2503,2014-01-05,0,"African-American",29,28,9,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0.146303901437372,1,1,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
2507,2013-03-17,1,"African-American",25,18,10,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,6,3,1,3,4,16,2,0,4,0,0,0,0,0,2,0,0.71047227926078,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2511,2014-02-11,1,"Hispanic",34,18,6,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,3,1,1,1,2,8,2,0,1,0,0,0,0,0,2,1,11.5833333333333,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
2513,2013-10-09,1,"African-American",19,18,21,0,0,1,0,0,0,3,1,0,0,0,2,0,1,1,19,1,14,5,15,26,1,0,2,0,1,0,0,0,0,1,0.0766598220396988,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
2515,2013-11-02,1,"African-American",26,16,26,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,15,8,9,3,17,37,6,0,3,1,0,0,0,0,6,3,2.4194045174538,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2516,2013-01-16,1,"African-American",20,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0.496064339493498,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2520,2013-05-05,1,"African-American",26,20,12,0,0,2,0,4,0,2,2,0,0,0,1,0,0,0,9,3,1,8,4,16,5,0,1,0,0,0,0,0,5,1,0.409993155373032,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2521,2013-11-15,0,"African-American",21,19,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,2,0,2.4960643394935,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2523,2014-03-22,1,"African-American",55,27,32,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,18,16,8,4,24,51,4,0,13,0,0,0,0,0,4,0,2.50547570157426,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2532,2013-08-17,1,"African-American",23,17,10,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,6,0,5,3,5,12,0,0,1,0,1,1,0,1,0,0,0.118925393566051,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
254,2013-09-17,1,"African-American",22,19,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,3.26916495550992,0,0,0,1,"1","1","0","0","1","0","0","0","0","1","0","0"
2541,2013-03-11,1,"Caucasian",42,23,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,1,1,0,0,0,0,0,0,19.2268993839836,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
2543,2013-01-21,1,"African-American",33,16,38,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,32,5,20,1,26,45,3,1,16,0,0,0,0,0,2,2,2.23237508555784,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2548,2013-02-08,1,"African-American",27,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,3,0,0,0,0,0,0,0,2.95499657768652,0,0,1,1,"1","1","0","0","0","1","1","0","0","0","1","1"
2560,2013-11-22,1,"Caucasian",19,18,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0.188569472963723,1,1,1,1,"1","0","0","0","1","0","1","0","0","0","0","0"
2562,2013-08-20,1,"Hispanic",24,18,9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,0,2,1,2,8,1,0,1,0,0,0,0,0,0,1,0.885352498288843,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2566,2013-01-02,1,"African-American",23,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,3,0,0,0,0,0,0,0,0.240588637919233,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
2567,2013-01-04,1,"Caucasian",35,35,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0.274640657084189,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2571,2013-08-29,1,"African-American",21,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,1,0,3,0,0,0,0,0,0,1,0.14356605065024,1,1,1,1,"1","1","1","0","0","1","0","1","0","0","1","0"
2571,2013-12-22,1,"African-American",21,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,3,10,1,0,5,0,0,0,0,0,0,1,0.19678302532512,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2573,2013-03-17,0,"Caucasian",41,37,11,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4,1,7,17,0,0,8,0,0,0,0,0,0,0,0.0054757015742642,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
2574,2013-04-02,1,"Caucasian",20,18,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,5,2,0,8,14,0,0,6,0,0,0,0,0,0,0,0.307494866529774,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2578,2014-03-30,1,"Other",61,47,36,1,4,6,0,15,0,0,0,0,0,0,0,0,1,0,27,16,9,17,25,54,18,0,9,0,0,0,0,0,18,0,0.838809034907598,0,1,1,1,"1","0","0","1","0","1","1","0","0","0","0","0"
258,2013-02-18,0,"African-American",29,23,9,0,0,3,0,1,0,3,1,0,0,0,0,0,1,0,2,2,2,3,4,9,1,0,0,0,0,0,0,0,1,0,2.5684462696783,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2583,2013-09-12,0,"Caucasian",32,26,5,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,2,3,2,3,2,0,0,0,0,0,0,0,1,0,3.0766598220397,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2584,2013-05-06,1,"African-American",20,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,3,5,4,0,1,0,0,0,0,0,3,2,1.67214236824093,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2587,2014-03-11,1,"African-American",20,17,12,0,0,0,1,0,0,2,2,0,0,1,0,0,1,1,1,1,1,4,2,9,3,0,0,0,1,0,0,0,1,1,0.0520191649555099,1,1,1,1,"1","0","0","0","0","0","0","0","0","0","0","0"
2588,2013-10-14,1,"Hispanic",29,20,6,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,2,0,2,5,0,0,0,0,0,0,0,0,0,0,2.93583162217659,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2589,2013-05-22,0,"Hispanic",31,28,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,6,0,0,0,2,0,0,0,0,0,0,3.01642710472279,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
259,2013-03-05,1,"Hispanic",49,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,5,1,0,0,3,0,0,0,0,0,1,0.229637234770705,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2593,2013-05-17,0,"African-American",23,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,1,0,0,0,0,0,1,1,4.26095140314853,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2594,2013-02-10,1,"African-American",46,45,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.154517453798768,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
26,2013-04-18,1,"African-American",18,18,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,1,1,1,3,2,0,0,0,0,0,0,0,0,2,0.0684462696783025,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
260,2013-02-05,1,"African-American",58,22,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,4,4,1,8,13,4,3,2,0,0,0,0,0,3,3,0.165468856947296,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2602,2013-10-07,1,"African-American",44,40,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,6,0,0,3,0,0,0,0,0,0,0,1.53011635865845,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2603,2013-08-20,1,"African-American",50,30,53,2,3,1,0,3,0,1,2,0,0,0,0,0,1,0,28,9,31,8,40,52,13,0,13,0,0,0,0,0,10,7,0.0054757015742642,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2604,2013-04-20,1,"African-American",31,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,6,21,0,0,9,0,0,0,0,0,0,0,2.27190280629706,0,0,1,1,"1","0","1","0","0","1","0","0","0","0","0","0"
2611,2013-02-01,0,"African-American",26,26,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0.183093771389459,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2614,2014-01-06,1,"Caucasian",26,20,14,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,6,0,6,0,6,15,3,0,0,0,0,0,0,0,3,2,0.788329911019849,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2616,2013-01-18,1,"Hispanic",19,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,3,0,0,0,0,0,0,0,0.793805612594114,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2618,2014-01-13,1,"African-American",32,20,35,2,5,3,0,8,0,0,5,0,0,0,0,0,1,0,18,8,14,21,23,35,20,0,7,0,0,0,0,0,17,5,0.599760438056126,0,1,1,1,"1","1","0","1","0","1","1","0","1","0","1","1"
2620,2014-01-22,1,"African-American",22,18,10,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,3,6,0,9,16,1,0,7,0,0,0,0,0,0,1,0.823921971252567,0,1,1,1,"1","1","0","0","1","0","1","0","0","1","0","1"
2623,2014-03-21,1,"African-American",35,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,17,2,0,0,0,0,0,0,0,1,2,0.34154688569473,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2625,2014-01-27,1,"Hispanic",49,48,7,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0.780116358658453,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2630,2013-01-17,1,"African-American",25,15,18,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,8,1,6,4,7,24,1,0,3,0,0,0,0,0,1,0,0.441307323750856,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2632,2014-01-16,1,"Caucasian",54,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,3,6,0,0,5,2,0,0,0,0,0,0,0.454996577686516,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2633,2013-11-19,1,"African-American",43,21,29,1,6,3,0,7,0,2,1,0,0,1,0,0,1,0,17,8,6,12,14,34,13,0,4,0,0,0,0,0,13,3,4.12713894592745,0,0,0,1,"1","0","1","0","0","1","0","0","0","0","0","0"
2644,2013-12-03,1,"Caucasian",27,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.632614647501711,0,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
